dataset,fault_type,scheme,scheme_kind,scheme_size,detector,recall,precision,grid_flagged_frac,lift,n_positive_windows,auc_pr,no_skill_baseline,auc_pr_ratio,auc_roc
thunderbird,stall,fixed_time_30,fixed_time,30,count_vector_pca,0.32124352331606215,0.000404353979299685,0.050542038650744366,6.355966872169906,193,0.0013488387490362638,6.361801240188652e-05,21.202151688037734,0.7600052376110574
thunderbird,stall,fixed_time_30,fixed_time,30,isolation_forest_counts,0.29533678756476683,0.0004164444411973143,0.045117037365199036,6.546014650167931,193,0.00019106853709360214,6.361801240188652e-05,3.003371684839626,0.6640342818047535
thunderbird,stall,fixed_time_30,fixed_time,30,z_score_threshold,0.41968911917098445,6.636521020975503e-05,0.4023160252784359,1.0431827041453914,193,0.00010606382240064562,6.361801240188652e-05,1.6671979899438105,0.5372977728997923
thunderbird,stall,fixed_time_30,fixed_time,30,log_ratio_threshold,0.0051813471502590676,2.7732096851575044e-06,0.11886119143022521,0.04359158012731734,193,7.995042351896064e-05,6.361801240188652e-05,1.256726208513075,0.5716992962341885
thunderbird,burst,fixed_time_30,fixed_time,30,count_vector_pca,0.38275862068965516,0.0007238532469056904,0.05054976570470717,7.571916810170554,290,0.000765454621195679,9.559709450761728e-05,8.007090854991276,0.7733734949620572
thunderbird,burst,fixed_time_30,fixed_time,30,isolation_forest_counts,0.36551724137931035,0.0007750237625210207,0.045085567640713156,8.107189517765793,290,0.0007561647445758655,9.559709450761728e-05,7.90991345992857,0.7229530440951071
thunderbird,burst,fixed_time_30,fixed_time,30,z_score_threshold,0.5241379310344828,0.00012454351116016377,0.40231773507407953,1.3027959876985595,290,0.0004452693274324892,9.559709450761728e-05,4.657770507837031,0.6012661169971343
thunderbird,burst,fixed_time_30,fixed_time,30,log_ratio_threshold,0.0034482758620689655,2.7732019944868743e-06,0.11886806447199912,0.029009270718639915,290,0.00011578948754552656,9.559709450761728e-05,1.2112239199518802,0.5922403615757293
thunderbird,stall,fixed_time_60,fixed_time,60,count_vector_pca,0.32044198895027626,0.00045503400986953075,0.04560238560764482,7.026868982410366,181,0.0005964371318700995,6.475629629762137e-05,9.210488646985944,0.6734461338074478
thunderbird,stall,fixed_time_60,fixed_time,60,isolation_forest_counts,0.24861878453038674,0.00039725628327021373,0.04052706616411964,6.134635641365515,181,0.00041330281833975555,6.475629629762137e-05,6.382434480814139,0.6571127024705258
thunderbird,stall,fixed_time_60,fixed_time,60,z_score_threshold,0.4585635359116022,6.83651986544411e-05,0.4343566139970198,1.0557305244919064,181,0.00011211896863347508,6.475629629762137e-05,1.731398721726978,0.5481047377387553
thunderbird,stall,fixed_time_60,fixed_time,60,log_ratio_threshold,0.011049723756906077,5.6831905431709365e-06,0.12590448625180897,0.08776274846002413,181,8.648673895900873e-05,6.475629629762137e-05,1.3355726609427099,0.5967397895839347
thunderbird,burst,fixed_time_60,fixed_time,60,count_vector_pca,0.3857677902621723,0.0008079952304747561,0.045610544996565146,8.457864081458,267,0.0005954950751058776,9.553182963132585e-05,6.233472941992192,0.7886291200288684
thunderbird,burst,fixed_time_60,fixed_time,60,isolation_forest_counts,0.3595505617977528,0.0008474351844495644,0.040532330547286465,8.870710293312355,267,0.004672764934209695,9.553182963132585e-05,48.9131732558951,0.7525530268091188
thunderbird,burst,fixed_time_60,fixed_time,60,z_score_threshold,0.5692883895131086,0.00012520737471437068,0.43436068811541106,1.3106351589576788,267,0.0004779063013069984,9.553182963132585e-05,5.002587128827354,0.6167090000526173
thunderbird,burst,fixed_time_60,fixed_time,60,log_ratio_threshold,0.003745318352059925,2.8415791223498724e-06,0.12591488722234945,0.029744841413757342,267,0.00011781349855513712,9.553182963132585e-05,1.2332381679467477,0.5972342949521456
thunderbird,stall,fixed_time_120,fixed_time,120,count_vector_pca,0.3072289156626506,0.0004371116348832226,0.0453081282801551,6.780878560309375,166,0.0005897739709002367,6.446238949651378e-05,9.149117423457168,0.6626186334976168
thunderbird,stall,fixed_time_120,fixed_time,120,isolation_forest_counts,0.2891566265060241,0.00045439054867658755,0.04102137937863693,7.048924996817897,166,0.002039276834991213,6.446238949651378e-05,31.635141838815947,0.7285649404079595
thunderbird,stall,fixed_time_120,fixed_time,120,z_score_threshold,0.5180722891566265,7.126544222692906e-05,0.4686167186702108,1.1055352242377423,166,0.0001183415484625096,6.446238949651378e-05,1.835823173587285,0.5669959809287392
thunderbird,stall,fixed_time_120,fixed_time,120,log_ratio_threshold,0.012048192771084338,5.871077019723883e-06,0.13228497812744525,0.0910775580238365,166,8.987271684771912e-05,6.446238949651378e-05,1.3941884182338533,0.6164979485597116
thunderbird,burst,fixed_time_120,fixed_time,120,count_vector_pca,0.3784860557768924,0.0008139554809191699,0.04532735669127462,8.35005796509969,251,0.0007285820681014307,9.747902162131304e-05,7.474244775781909,0.7876547171328543
thunderbird,burst,fixed_time_120,fixed_time,120,isolation_forest_counts,0.3545816733067729,0.00084198974475412,0.04105070734428697,8.637650755514207,251,0.006008391913660563,9.747902162131304e-05,61.63779461187036,0.7635925512162767
thunderbird,burst,fixed_time_120,fixed_time,120,z_score_threshold,0.6175298804780877,0.0001284503419265231,0.46863408588950384,1.317722929406571,251,0.0005082450801852605,9.747902162131304e-05,5.213891889064023,0.6315626882997717
thunderbird,burst,fixed_time_120,fixed_time,120,log_ratio_threshold,0.00398406374501992,2.935512657930581e-06,0.1322980621092829,0.030114301611832695,251,0.00012604078662264192,9.747902162131304e-05,1.2930042231269592,0.6134170929166115
thunderbird,stall,fixed_count_20,fixed_count,20,count_vector_pca,0.06790123456790123,0.00023611230359749292,0.09276228023017342,0.7319918656528942,162,0.0005283368461128662,0.00032256137626187205,1.6379420631065729,0.6553000432187779
thunderbird,stall,fixed_count_20,fixed_count,20,isolation_forest_counts,0.3271604938271605,0.0024627108405743227,0.042850885052665114,7.63485966334347,162,0.0020189759850654247,0.00032256137626187205,6.2591994381444955,0.7342503688694179
thunderbird,stall,fixed_count_20,fixed_count,20,z_score_threshold,0.4506172839506173,0.0003623584072114287,0.40112697369731,1.123378165764172,162,0.0006724263144546097,0.00032256137626187205,2.0846460982008557,0.5386703311154448
thunderbird,stall,fixed_count_20,fixed_count,20,log_ratio_threshold,0.012345679012345678,1.930483296493277e-05,0.20628198235868028,0.05984855716035917,162,0.0003084525585356964,0.00032256137626187205,0.9562600523048321,0.43206234815273165
thunderbird,burst,fixed_count_20,fixed_count,20,count_vector_pca,0.0708955223880597,0.0004078303425774878,0.09276228023017342,0.7642710184801929,268,0.0008596223745644489,0.0005336200545566773,1.6109259148414297,0.659170983954485
thunderbird,burst,fixed_count_20,fixed_count,20,isolation_forest_counts,0.3358208955223881,0.00418196180474885,0.042850885052665114,7.836965213429161,268,0.002377866089051194,0.0005336200545566773,4.456103305612616,0.752350166008285
thunderbird,burst,fixed_count_20,fixed_count,20,z_score_threshold,0.3283582089552239,0.00043683296103251426,0.40111104474045756,0.8186217090274613,268,0.0009808312998434226,0.0005336200545566773,1.8380705362700078,0.4521727376104524
thunderbird,burst,fixed_count_20,fixed_count,20,log_ratio_threshold,0.018656716417910446,4.826208241233193e-05,0.20628198235868028,0.0904427822759159,268,0.0004984022132603958,0.0005336200545566773,0.9340020282304796,0.4253978805079316
thunderbird,stall,fixed_count_50,fixed_count,50,count_vector_pca,0.08396946564885496,0.000578429825945207,0.09398630015123209,0.8934223978786358,131,0.0009172624530833253,0.0006474315254672874,1.4167713758165945,0.6234222907467999
thunderbird,stall,fixed_count_50,fixed_count,50,isolation_forest_counts,0.32061068702290074,0.005026929982046679,0.04129229309373424,7.764419532117259,131,0.004159001900175081,0.0006474315254672874,6.423848293722333,0.7735559097723038
thunderbird,stall,fixed_count_50,fixed_count,50,z_score_threshold,0.5572519083969466,0.0008104267507438163,0.44517589380146094,1.2517567014656665,131,0.001523179181857464,0.0006474315254672874,2.352649078615844,0.5992492501731939
thunderbird,stall,fixed_count_50,fixed_count,50,log_ratio_threshold,0.015267175572519083,4.60161516692359e-05,0.21480394191896726,0.07107493203396835,131,0.0005887199096355203,0.0006474315254672874,0.9093160998155108,0.4139007729098709
thunderbird,burst,fixed_count_50,fixed_count,50,count_vector_pca,0.07228915662650602,0.0006310143555765894,0.09398630015123209,0.769145678787084,166,0.0012615468868829227,0.0008204094139509138,1.5377040602296193,0.6442176666224084
thunderbird,burst,fixed_count_50,fixed_count,50,isolation_forest_counts,0.3373493975903614,0.0067025733093955715,0.04129229309373424,8.16979083299085,166,0.00506878545740254,0.0008204094139509138,6.1783609149392476,0.7904747514284032
thunderbird,burst,fixed_count_50,fixed_count,50,z_score_threshold,0.4397590361445783,0.000810435747987788,0.44517095157607567,0.9878430625081508,166,0.0018136646186934318,0.0008204094139509138,2.2106823591397085,0.5095031363012147
thunderbird,burst,fixed_count_50,fixed_count,50,log_ratio_threshold,0.018072289156626505,6.902422750385386e-05,0.21480394191896726,0.08413388038960712,166,0.0007214729927226279,0.0008204094139509138,0.8794060385633198,0.4085382743406606
thunderbird,stall,fixed_count_100,fixed_count,100,count_vector_pca,0.05454545454545454,0.0006079027355623101,0.09647150816147004,0.5654048079579994,110,0.0014449714618253841,0.0010751637181116215,1.3439548205395915,0.5786889343533179
thunderbird,stall,fixed_count_100,fixed_count,100,isolation_forest_counts,0.3090909090909091,0.0076524870582939455,0.043426839996090316,7.1175086448550315,110,0.005620711700131366,0.0010751637181116215,5.227772854913091,0.6906550435865505
thunderbird,stall,fixed_count_100,fixed_count,100,z_score_threshold,0.6818181818181818,0.001541275353979573,0.4756231062457238,1.4335261951422735,110,0.002712601136321271,0.0010751637181116215,2.522965656882084,0.651057240704501
thunderbird,stall,fixed_count_100,fixed_count,100,log_ratio_threshold,0.01818181818181818,8.907495657595867e-05,0.21946046329782035,0.08284780733896664,110,0.0009322626810874603,0.0010751637181116215,0.8670890445641642,0.39742883828500253
thunderbird,burst,fixed_count_100,fixed_count,100,count_vector_pca,0.06474820143884892,0.000911854103343465,0.09647150816147004,0.6711639806695677,139,0.0022918832493354887,0.0013586159710683218,1.6869250017231212,0.6248017764547501
thunderbird,burst,fixed_count_100,fixed_count,100,isolation_forest_counts,0.35251798561151076,0.011028584289894216,0.043426839996090316,8.117514091360267,139,0.00812177850551148,0.0013586159710683218,5.977979560423593,0.7384232555817518
thunderbird,burst,fixed_count_100,fixed_count,100,z_score_threshold,0.5539568345323741,0.0015824085491163173,0.4756133320301046,1.1647209975546073,139,0.0031152618856241086,0.0013586159710683218,2.292967219555414,0.5825103196651065
thunderbird,burst,fixed_count_100,fixed_count,100,log_ratio_threshold,0.02877697841726619,0.00017814991315191734,0.21946046329782035,0.13112602600411988,139,0.0012150678500065515,0.0013586159710683218,0.8943423865767647,0.41072133337755323
